Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commission (in value),Gender,Age
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,17.55,4.39,F,31.0
Airlines,Online,Basic Plan,No,100.0,HONG KONG,26.0,9.1,M,39.0
Airlines,Online,Basic Plan,No,39.0,THAILAND,22.0,7.7,M,60.0
Airlines,Online,Basic Plan,No,15.0,CHINA,35.0,12.25,F,32.0
Airlines,Online,Basic Plan,No,12.0,THAILAND,22.0,7.7,M,46.0
Travel Agency,Offline,Comprehensive Plan,No,39.0,MALAYSIA,29.0,9.57,F,69.0
Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,29.9,7.47,M,59.0
Airlines,Online,Basic Plan,No,4.0,MALAYSIA,18.0,6.3,M,67.0
Airlines,Online,Basic Plan,No,28.0,THAILAND,22.0,7.7,F,50.0
Airlines,Online,Value Plan,No,17.0,INDIA,39.0,15.6,M,118.0
Airlines,Online,Basic Plan,No,16.0,VIET NAM,22.0,7.7,M,54.0
Airlines,Online,Bronze Plan,No,27.0,SINGAPORE,14.95,3.74,F,41.0
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,35.5,8.88,M,29.0
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,213.95,53.49,F,30.0
Airlines,Online,Basic Plan,No,12.0,CHINA,35.0,12.25,M,56.0
Airlines,Online,Basic Plan,No,2.0,MALAYSIA,18.0,6.3,M,40.0
Airlines,Online,Bronze Plan,No,15.0,SINGAPORE,80.25,20.06,M,30.0
Airlines,Online,Value Plan,No,117.0,ITALY,125.0,43.75,M,26.0
Airlines,Online,Basic Plan,No,39.0,PHILIPPINES,18.0,6.3,F,27.0
Airlines,Online,Value Plan,No,13.0,THAILAND,33.0,11.55,M,62.0
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,17.55,4.39,M,50.0
Airlines,Online,Value Plan,No,13.0,JAPAN,69.0,24.15,M,47.0
Airlines,Online,Basic Plan,No,51.0,MALAYSIA,22.0,7.7,M,56.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,201.0,50.25,F,38.0
Airlines,Online,Basic Plan,No,4.0,MALAYSIA,18.0,6.3,M,37.0
Airlines,Online,Silver Plan,No,34.0,SINGAPORE,93.6,23.4,F,57.0
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,22.1,5.53,M,26.0
Airlines,Online,Basic Plan,No,14.0,THAILAND,22.0,7.7,M,48.0
Airlines,Online,Value Plan,No,19.0,UNITED STATES,121.0,42.35,F,45.0
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,36.0,9.0,F,34.0
Airlines,Online,Value Plan,No,5.0,INDIA,195.0,78.0,M,118.0
Airlines,Online,Bronze Plan,No,35.0,SINGAPORE,100.1,25.02,F,24.0
Airlines,Online,Basic Plan,No,7.0,MALAYSIA,22.0,7.7,M,40.0
Airlines,Online,Silver Plan,No,11.0,SINGAPORE,43.55,10.89,F,32.0
Travel Agency,Offline,Comprehensive Plan,No,62.0,MALAYSIA,29.0,9.57,F,118.0
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,17.55,4.39,M,24.0
Airlines,Online,Annual Gold Plan,No,370.0,SINGAPORE,511.0,127.75,M,39.0
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,34.0,8.5,M,40.0
Airlines,Online,Basic Plan,No,10.0,CHINA,35.0,12.25,M,69.0
Airlines,Online,Basic Plan,No,15.0,CHINA,40.0,14.0,M,42.0
Airlines,Online,Basic Plan,No,1.0,CHINA,22.0,7.7,F,26.0
Airlines,Online,Value Plan,No,7.0,MALAYSIA,26.0,9.1,F,59.0
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,187.85,46.96,F,34.0
Airlines,Online,Basic Plan,No,32.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,M,39.0
Airlines,Online,Basic Plan,No,13.0,"KOREA, REPUBLIC OF",35.0,12.25,M,26.0
Airlines,Online,Bronze Plan,No,16.0,SINGAPORE,38.35,9.59,F,34.0
Airlines,Online,Basic Plan,No,173.0,THAILAND,22.0,7.7,M,34.0
Airlines,Online,Basic Plan,No,16.0,PHILIPPINES,37.0,12.95,F,27.0
Airlines,Online,Silver Plan,No,16.0,SINGAPORE,70.85,17.71,F,50.0
Airlines,Online,Basic Plan,No,67.0,CHINA,35.0,12.25,F,45.0
Airlines,Online,Basic Plan,No,16.0,HONG KONG,35.0,12.25,M,72.0
Airlines,Online,Basic Plan,No,37.0,PHILIPPINES,37.0,12.95,F,43.0
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,38.35,9.59,F,71.0
Airlines,Online,Basic Plan,No,10.0,HONG KONG,26.0,9.1,M,47.0
Airlines,Online,Bronze Plan,Yes,12.0,SINGAPORE,94.0,23.5,M,34.0
Airlines,Online,Basic Plan,No,26.0,CHINA,26.0,9.1,M,48.0
Airlines,Online,Value Plan,No,58.0,BRUNEI DARUSSALAM,42.0,16.8,M,19.0
Airlines,Online,Basic Plan,No,43.0,THAILAND,22.0,7.7,M,64.0
Airlines,Online,Basic Plan,No,8.0,MALAYSIA,22.0,7.7,M,48.0
Airlines,Online,Basic Plan,No,5.0,THAILAND,18.0,6.3,M,51.0
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,25.5,6.38,F,56.0
Airlines,Online,Basic Plan,No,35.0,CHINA,63.0,22.05,M,43.0
Airlines,Online,Basic Plan,No,22.0,THAILAND,18.0,6.3,F,55.0
Airlines,Online,Basic Plan,No,3.0,CHINA,22.0,7.7,F,73.0
Airlines,Online,Silver Plan,No,12.0,SINGAPORE,43.55,10.89,M,29.0
Airlines,Online,Annual Silver Plan,Yes,369.0,SINGAPORE,301.0,75.25,M,37.0
Airlines,Online,Annual Silver Plan,No,366.0,SINGAPORE,291.75,72.94,M,39.0
Airlines,Online,Basic Plan,No,9.0,THAILAND,18.0,6.3,M,70.0
Airlines,Online,24 Protect,No,9.0,CAMBODIA,3.59,1.26,F,48.0
Airlines,Online,Value Plan,No,30.0,NORWAY,67.0,23.45,F,45.0
Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,M,46.0
Airlines,Online,Basic Plan,No,54.0,THAILAND,18.0,6.3,M,56.0
Airlines,Online,Annual Silver Plan,No,389.0,SINGAPORE,187.85,46.96,M,48.0
Airlines,Online,Silver Plan,No,60.0,SINGAPORE,126.75,31.69,F,24.0
Travel Agency,Offline,Rental Vehicle Excess Insurance,No,10.0,AUSTRALIA,108.9,65.34,F,35.0
Airlines,Online,Basic Plan,No,56.0,MYANMAR,0.0,20.3,F,34.0
Airlines,Online,Value Plan,No,18.0,UNITED KINGDOM,87.0,30.45,F,41.0
Airlines,Online,Value Plan,No,16.0,JAPAN,58.0,20.3,M,48.0
Airlines,Online,Basic Plan,No,41.0,CHINA,22.0,7.7,F,23.0
Airlines,Online,Value Plan,No,21.0,THAILAND,33.0,11.55,M,46.0
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,17.55,4.39,M,25.0
Travel Agency,Online,Value Plan,No,16.0,INDONESIA,33.0,12.54,M,48.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,187.85,46.96,M,41.0
Airlines,Online,Basic Plan,No,9.0,HONG KONG,26.0,9.1,M,39.0
Airlines,Online,Basic Plan,No,15.0,MALAYSIA,22.0,7.7,M,36.0
Travel Agency,Offline,Comprehensive Plan,No,46.0,THAILAND,29.0,9.57,F,118.0
Airlines,Online,Basic Plan,No,118.0,HONG KONG,26.0,9.1,F,42.0
Travel Agency,Offline,Comprehensive Plan,No,34.0,THAILAND,29.0,9.57,M,64.0
Airlines,Online,Basic Plan,No,1.0,AUSTRALIA,0.0,7.7,F,53.0
Airlines,Online,Bronze Plan,No,35.0,SINGAPORE,100.1,25.02,F,33.0
Airlines,Online,Basic Plan,No,18.0,HONG KONG,26.0,9.1,F,35.0
Airlines,Online,Basic Plan,No,15.0,INDONESIA,18.0,6.3,F,42.0
Airlines,Online,Gold Plan,No,22.0,SINGAPORE,119.0,29.75,M,49.0
Airlines,Online,Basic Plan,No,32.0,HONG KONG,35.0,12.25,M,58.0
Airlines,Online,Annual Silver Plan,No,383.0,SINGAPORE,252.85,63.21,F,54.0
Airlines,Online,Silver Plan,No,16.0,SINGAPORE,54.6,13.65,F,25.0
Airlines,Online,Basic Plan,No,30.0,PHILIPPINES,33.0,11.55,F,32.0
Airlines,Online,Basic Plan,No,14.0,CHINA,35.0,12.25,F,39.0
Airlines,Online,Basic Plan,No,27.0,CHINA,56.0,19.6,F,31.0
Airlines,Online,Bronze Plan,No,20.0,SINGAPORE,34.5,8.63,F,59.0
Airlines,Online,Basic Plan,No,5.0,THAILAND,22.0,7.7,M,59.0
Airlines,Online,Silver Plan,No,18.0,SINGAPORE,50.0,12.5,F,45.0
Airlines,Online,Value Plan,No,44.0,INDIA,72.0,28.8,F,118.0
Travel Agency,Online,Premier Plan,No,17.0,NETHERLANDS,86.0,32.68,M,48.0
Airlines,Online,Value Plan,No,73.0,UNITED KINGDOM,87.0,30.45,M,52.0
Airlines,Online,Basic Plan,No,12.0,THAILAND,30.0,10.5,M,77.0
Airlines,Online,Basic Plan,No,18.0,"KOREA, REPUBLIC OF",26.0,9.1,M,48.0
Airlines,Online,Basic Plan,No,35.0,PHILIPPINES,22.0,7.7,M,38.0
Airlines,Online,Basic Plan,No,8.0,CHINA,26.0,9.1,M,44.0
Airlines,Online,Basic Plan,No,10.0,MALAYSIA,18.0,6.3,F,54.0
Airlines,Online,Value Plan,No,6.0,BRUNEI DARUSSALAM,15.0,6.0,F,28.0
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,22.1,5.53,F,24.0
Airlines,Online,Basic Plan,No,7.0,THAILAND,18.0,6.3,F,27.0
Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,61.1,15.28,F,55.0
Airlines,Online,Basic Plan,No,89.0,VIET NAM,22.0,7.7,F,53.0
Airlines,Online,Basic Plan,No,5.0,THAILAND,18.0,6.3,M,41.0
Airlines,Online,24 Protect,No,12.0,UNITED ARAB EMIRATES,19.07,6.67,M,48.0
Airlines,Online,Annual Silver Plan,No,371.0,SINGAPORE,252.85,63.21,F,48.0
Airlines,Online,Basic Plan,No,25.0,CHINA,22.0,7.7,M,32.0
Airlines,Online,Silver Plan,No,8.0,SINGAPORE,83.0,20.75,M,37.0
Airlines,Online,24 Protect,No,7.0,THAILAND,19.88,6.96,M,48.0
Airlines,Online,Value Plan,No,21.0,BRUNEI DARUSSALAM,15.0,6.0,F,61.0
Travel Agency,Online,Value Plan,No,142.0,FRANCE,109.0,41.42,F,48.0
Airlines,Online,Basic Plan,No,13.0,CHINA,26.0,9.1,M,56.0
Airlines,Online,Value Plan,No,13.0,BRUNEI DARUSSALAM,23.0,9.2,F,35.0
Airlines,Online,Annual Silver Plan,No,377.0,SINGAPORE,389.0,97.25,M,27.0
Airlines,Online,Basic Plan,No,107.0,THAILAND,22.0,7.7,F,37.0
Airlines,Online,Bronze Plan,Yes,10.0,SINGAPORE,38.35,9.59,F,26.0
Airlines,Online,Basic Plan,No,36.0,AUSTRALIA,22.0,7.7,F,23.0
Airlines,Online,Value Plan,No,32.0,HONG KONG,110.0,38.5,F,118.0
Airlines,Online,Basic Plan,No,41.0,HONG KONG,35.0,12.25,M,53.0
Airlines,Online,Basic Plan,No,33.0,"TAIWAN, PROVINCE OF CHINA",40.0,14.0,F,30.0
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,20.25,5.06,M,41.0
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,20.25,5.06,M,68.0
Airlines,Online,Basic Plan,No,10.0,JAPAN,35.0,12.25,F,31.0
Airlines,Online,Basic Plan,No,58.0,PHILIPPINES,47.0,16.45,F,44.0
Airlines,Online,Basic Plan,No,30.0,CHINA,63.0,22.05,M,32.0
Airlines,Online,Basic Plan,No,10.0,INDONESIA,22.0,7.7,M,40.0
Airlines,Online,Silver Plan,No,18.0,SINGAPORE,82.55,20.64,F,23.0
Airlines,Online,Annual Gold Plan,No,387.0,SINGAPORE,0.0,97.34,M,60.0
Airlines,Online,Value Plan,No,5.0,CHINA,36.0,12.6,F,38.0
Airlines,Online,Basic Plan,No,2.0,MYANMAR,18.0,6.3,F,55.0
Airlines,Online,Silver Plan,No,33.0,SINGAPORE,130.65,32.66,M,22.0
Airlines,Online,Basic Plan,No,33.0,MALAYSIA,52.0,18.2,F,23.0
Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,187.85,46.96,M,32.0
Travel Agency,Offline,Comprehensive Plan,No,144.0,THAILAND,29.0,9.57,F,65.0
Airlines,Online,Silver Plan,No,45.0,SINGAPORE,109.0,27.25,F,32.0
Airlines,Online,Value Plan,No,2.0,BRUNEI DARUSSALAM,15.0,6.0,M,66.0
Airlines,Online,Annual Silver Plan,No,370.0,SINGAPORE,187.85,46.96,M,41.0
Airlines,Online,Basic Plan,No,6.0,"KOREA, REPUBLIC OF",26.0,9.1,M,28.0
Airlines,Online,Basic Plan,No,10.0,CHINA,0.0,12.25,M,27.0
Airlines,Online,Basic Plan,No,23.0,MALAYSIA,18.0,6.3,M,66.0
Airlines,Online,Basic Plan,No,3.0,INDIA,26.0,9.1,F,30.0
Airlines,Online,24 Protect,No,64.0,UNITED ARAB EMIRATES,19.24,6.73,M,48.0
Airlines,Online,Basic Plan,No,29.0,CHINA,26.0,9.1,M,30.0
Airlines,Online,Basic Plan,No,2.0,INDONESIA,18.0,6.3,M,49.0
Airlines,Online,Bronze Plan,No,44.0,SINGAPORE,17.55,4.39,M,64.0
Airlines,Online,Basic Plan,No,51.0,CHINA,0.0,22.05,F,18.0
Airlines,Online,Value Plan,No,20.0,INDIA,72.0,28.8,F,118.0
Airlines,Online,Basic Plan,No,10.0,VIET NAM,22.0,7.7,F,28.0
Airlines,Online,Basic Plan,No,1.0,THAILAND,18.0,6.3,M,73.0
Airlines,Online,Basic Plan,No,11.0,THAILAND,18.0,6.3,M,39.0
Airlines,Online,Annual Silver Plan,No,366.0,SINGAPORE,252.85,63.21,M,39.0
Airlines,Online,Basic Plan,No,283.0,PHILIPPINES,37.0,12.95,F,38.0
Airlines,Online,Value Plan,No,115.0,INDIA,31.0,12.4,M,118.0
Airlines,Online,Basic Plan,No,35.0,HONG KONG,35.0,12.25,M,72.0
Airlines,Online,Value Plan,No,4.0,"KOREA, REPUBLIC OF",36.0,12.6,M,62.0
Airlines,Online,Bronze Plan,No,15.0,SINGAPORE,51.75,12.94,F,62.0
Travel Agency,Online,Premier Plan,No,16.0,INDONESIA,83.0,31.54,M,48.0
Airlines,Online,Basic Plan,No,21.0,CHINA,40.0,14.0,M,48.0
Airlines,Online,Basic Plan,No,9.0,PHILIPPINES,22.0,7.7,F,36.0
Airlines,Online,Gold Plan,No,19.0,SINGAPORE,112.7,28.18,M,36.0
Airlines,Online,Basic Plan,No,7.0,THAILAND,18.0,6.3,M,16.0
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,35.25,8.81,F,40.0
Travel Agency,Offline,Premier Plan,No,55.0,THAILAND,58.0,19.14,M,20.0
Airlines,Online,Basic Plan,No,6.0,MALAYSIA,18.0,6.3,F,50.0
Airlines,Online,Basic Plan,No,30.0,THAILAND,22.0,7.7,F,22.0
Airlines,Online,Value Plan,No,14.0,INDIA,31.0,12.4,M,118.0
Airlines,Online,Basic Plan,No,2.0,MALAYSIA,18.0,6.3,F,49.0
Airlines,Online,Bronze Plan,No,32.0,SINGAPORE,38.35,9.59,F,26.0
Airlines,Online,Bronze Plan,Yes,11.0,SINGAPORE,17.0,4.25,M,52.0
Airlines,Online,Basic Plan,No,9.0,MACAO,22.0,7.7,M,70.0
Airlines,Online,Basic Plan,No,27.0,CHINA,26.0,9.1,M,53.0
Airlines,Online,Basic Plan,No,78.0,THAILAND,22.0,7.7,M,52.0
Airlines,Online,Basic Plan,No,6.0,HONG KONG,26.0,9.1,M,58.0
Airlines,Online,Value Plan,No,6.0,BRUNEI DARUSSALAM,15.0,6.0,M,59.0
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,13.5,3.38,M,23.0
Airlines,Online,Basic Plan,No,21.0,CHINA,26.0,9.1,M,71.0
Airlines,Online,Basic Plan,No,39.0,JAPAN,35.0,12.25,M,39.0
Airlines,Online,Annual Silver Plan,No,377.0,SINGAPORE,252.85,63.21,F,62.0
Airlines,Online,Basic Plan,No,32.0,HONG KONG,26.0,9.1,F,45.0
Airlines,Online,Basic Plan,No,23.0,MALAYSIA,30.0,10.5,M,55.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,301.0,75.25,F,35.0
Airlines,Online,Value Plan,No,7.0,GERMANY,87.0,30.45,M,57.0
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,17.55,4.39,M,47.0
Airlines,Online,Basic Plan,No,20.0,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,F,42.0
Airlines,Online,Value Plan,No,74.0,"KOREA, REPUBLIC OF",83.0,29.05,M,36.0
Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,30.55,7.64,F,63.0
Airlines,Online,Bronze Plan,No,34.0,SINGAPORE,53.5,13.38,F,29.0
Travel Agency,Online,Value Plan,No,24.0,INDONESIA,33.0,12.54,F,48.0
Airlines,Online,Basic Plan,No,11.0,THAILAND,30.0,10.5,F,45.0
Travel Agency,Online,Premier Plan,No,37.0,NETHERLANDS,86.0,32.68,M,48.0
Airlines,Online,Basic Plan,No,10.0,CHINA,26.0,9.1,M,49.0
Airlines,Online,Basic Plan,No,24.0,CHINA,35.0,12.25,M,64.0
Airlines,Online,Value Plan,No,23.0,CHINA,40.0,14.0,M,47.0
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,13.5,3.38,M,31.0
Airlines,Online,Bronze Plan,No,3.0,SINGAPORE,14.95,3.74,M,46.0
Airlines,Online,Gold Plan,No,15.0,SINGAPORE,54.0,13.5,M,28.0
Airlines,Online,Basic Plan,No,16.0,THAILAND,22.0,7.7,M,35.0
Airlines,Online,Basic Plan,No,5.0,INDIA,22.0,7.7,M,52.0
Airlines,Online,Basic Plan,No,2.0,THAILAND,18.0,6.3,M,49.0
Airlines,Online,Basic Plan,No,11.0,VIET NAM,30.0,10.5,M,39.0
Airlines,Online,Silver Plan,Yes,16.0,SINGAPORE,82.55,20.64,M,28.0
Airlines,Online,Annual Silver Plan,No,403.0,SINGAPORE,-216.75,54.19,M,47.0
Airlines,Online,Gold Plan,No,37.0,SINGAPORE,181.5,45.38,F,81.0
Airlines,Online,Basic Plan,No,2.0,MALAYSIA,18.0,6.3,M,61.0
Airlines,Online,Basic Plan,No,9.0,CHINA,35.0,12.25,F,44.0
Airlines,Online,Basic Plan,No,16.0,HONG KONG,35.0,12.25,M,47.0
Airlines,Online,Basic Plan,No,22.0,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,M,55.0
Airlines,Online,Bronze Plan,No,14.0,SINGAPORE,17.55,4.39,F,38.0
Airlines,Online,Basic Plan,No,2.0,CHINA,22.0,7.7,M,41.0
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,23.5,5.88,F,65.0
Airlines,Online,Value Plan,No,109.0,UNITED KINGDOM,236.0,82.6,M,25.0
Airlines,Online,Basic Plan,No,3.0,MALAYSIA,18.0,6.3,F,36.0
Airlines,Online,Gold Plan,No,13.0,SINGAPORE,98.0,24.5,M,39.0
Airlines,Online,Silver Plan,No,4.0,SINGAPORE,27.75,6.94,M,37.0
Airlines,Online,Basic Plan,No,8.0,THAILAND,22.0,7.7,M,59.0
Airlines,Online,Basic Plan,No,16.0,CHINA,26.0,9.1,M,44.0
Airlines,Online,Basic Plan,No,70.0,UNITED KINGDOM,49.0,17.15,F,26.0
Airlines,Online,Basic Plan,No,11.0,CHINA,26.0,9.1,M,41.0
Airlines,Online,Basic Plan,No,27.0,HONG KONG,26.0,9.1,F,26.0
Airlines,Online,Annual Silver Plan,No,390.0,SINGAPORE,291.75,72.94,F,29.0
Airlines,Online,Basic Plan,No,2.0,THAILAND,18.0,6.3,M,66.0
Airlines,Online,Basic Plan,No,27.0,THAILAND,30.0,10.5,M,71.0
Travel Agency,Offline,Comprehensive Plan,No,34.0,THAILAND,29.0,9.57,F,64.0
Airlines,Online,Value Plan,No,16.0,UNITED STATES,96.0,33.6,M,45.0
Airlines,Online,Basic Plan,No,3.0,THAILAND,18.0,6.3,M,44.0
Airlines,Online,Basic Plan,No,15.0,INDIA,22.0,7.7,M,41.0
Airlines,Online,Basic Plan,No,60.0,CHINA,44.0,15.4,M,28.0
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,29.9,7.47,F,41.0
Airlines,Online,Basic Plan,No,106.0,"KOREA, REPUBLIC OF",35.0,12.25,F,26.0
Airlines,Online,Basic Plan,No,28.0,MALAYSIA,18.0,6.3,M,44.0
Airlines,Online,Basic Plan,No,12.0,THAILAND,30.0,10.5,M,51.0
Airlines,Online,Basic Plan,No,30.0,MALAYSIA,18.0,6.3,M,49.0
Airlines,Online,Value Plan,No,9.0,CHINA,45.0,15.75,M,46.0
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,17.55,4.39,F,37.0
Airlines,Online,Basic Plan,No,66.0,PHILIPPINES,22.0,7.7,F,51.0
Airlines,Online,Basic Plan,No,11.0,THAILAND,22.0,7.7,M,59.0
Airlines,Online,Value Plan,No,21.0,THAILAND,33.0,11.55,M,52.0
Airlines,Online,Basic Plan,No,128.0,HONG KONG,40.0,14.0,F,52.0
Airlines,Online,Value Plan,No,44.0,INDIA,39.0,15.6,F,118.0
Airlines,Online,Annual Silver Plan,No,380.0,SINGAPORE,291.75,72.94,M,64.0
Airlines,Online,Annual Silver Plan,No,388.0,SINGAPORE,216.75,54.19,M,36.0
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,17.55,4.39,F,26.0
Airlines,Online,Bronze Plan,No,74.0,SINGAPORE,100.8,25.2,M,30.0
Airlines,Online,Basic Plan,No,5.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,M,45.0
Airlines,Online,Basic Plan,No,13.0,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,F,31.0
Travel Agency,Online,Value Plan,No,122.0,INDONESIA,28.0,10.64,M,48.0
Airlines,Online,Basic Plan,No,1.0,MALAYSIA,18.0,6.3,F,35.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,301.0,75.25,F,30.0
Airlines,Online,Basic Plan,No,60.0,HONG KONG,26.0,9.1,M,50.0
Airlines,Online,Basic Plan,No,82.0,INDONESIA,30.0,10.5,F,35.0
Airlines,Online,Basic Plan,No,87.0,"KOREA, REPUBLIC OF",26.0,9.1,M,53.0
Airlines,Online,Value Plan,No,25.0,HONG KONG,83.0,29.05,F,30.0
Airlines,Online,Basic Plan,No,6.0,"KOREA, REPUBLIC OF",26.0,9.1,M,44.0
Airlines,Online,Value Plan,No,5.0,INDIA,31.0,12.4,F,118.0
Airlines,Online,Value Plan,No,8.0,INDONESIA,29.0,10.15,M,118.0
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,17.55,4.39,F,45.0
Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,38.35,9.59,M,25.0
Airlines,Online,Basic Plan,No,26.0,INDONESIA,22.0,7.7,F,41.0
Airlines,Online,Basic Plan,No,97.0,PHILIPPINES,42.0,14.7,F,52.0
Airlines,Online,Annual Silver Plan,No,366.0,SINGAPORE,216.75,54.19,F,25.0
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,22.1,5.53,F,68.0
Airlines,Online,Silver Plan,No,10.0,SINGAPORE,32.5,8.13,F,37.0
Airlines,Online,Basic Plan,No,18.0,"KOREA, REPUBLIC OF",35.0,12.25,M,33.0
Airlines,Online,Value Plan,No,30.0,INDIA,31.0,12.4,M,118.0
Airlines,Online,Basic Plan,No,4.0,CHINA,22.0,7.7,M,39.0
Airlines,Online,Basic Plan,No,36.0,CHINA,22.0,7.7,M,28.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,216.75,54.19,F,49.0
Airlines,Online,Bronze Plan,No,23.0,SINGAPORE,30.55,7.64,F,35.0
Airlines,Online,Value Plan,No,98.0,INDIA,62.0,24.8,F,118.0
Airlines,Online,Basic Plan,No,3.0,INDONESIA,18.0,6.3,M,60.0
Airlines,Online,Basic Plan,No,12.0,MALAYSIA,18.0,6.3,M,71.0
Airlines,Online,Value Plan,No,12.0,CHINA,0.0,15.75,M,39.0
Airlines,Online,Basic Plan,No,34.0,AUSTRALIA,26.0,9.1,M,36.0
Airlines,Online,Bronze Plan,No,22.0,SINGAPORE,23.5,5.88,F,31.0
Travel Agency,Online,Premier Plan,No,4.0,INDONESIA,29.0,11.02,M,48.0
Airlines,Online,Basic Plan,No,7.0,HONG KONG,26.0,9.1,M,35.0
Airlines,Online,Basic Plan,No,2.0,CHINA,22.0,7.7,F,46.0
Airlines,Online,Annual Silver Plan,No,389.0,SINGAPORE,291.75,72.94,F,29.0
Airlines,Online,Bronze Plan,No,22.0,SINGAPORE,34.5,8.63,F,23.0
Airlines,Online,Basic Plan,No,49.0,HONG KONG,26.0,9.1,F,29.0
Airlines,Online,24 Protect,No,10.0,PHILIPPINES,25.07,8.77,F,48.0
Airlines,Online,Bronze Plan,No,22.0,SINGAPORE,23.4,5.85,F,36.0
Airlines,Online,Basic Plan,No,108.0,MALAYSIA,22.0,7.7,M,30.0
Airlines,Online,Value Plan,No,32.0,INDIA,78.0,31.2,M,118.0
Airlines,Online,Bronze Plan,No,33.0,SINGAPORE,13.5,3.38,F,37.0
Airlines,Online,Value Plan,No,7.0,BRUNEI DARUSSALAM,15.0,6.0,F,32.0
Travel Agency,Online,Premier Plan,No,79.0,FRANCE,0.0,32.68,M,22.0
Airlines,Online,Bronze Plan,Yes,22.0,SINGAPORE,40.5,10.13,F,30.0
Airlines,Online,Basic Plan,No,27.0,PHILIPPINES,22.0,7.7,M,32.0
Airlines,Online,Bronze Plan,No,2.0,SINGAPORE,26.0,6.5,M,30.0
Airlines,Online,Value Plan,No,11.0,BRUNEI DARUSSALAM,23.0,9.2,M,26.0
Travel Agency,Online,Value Plan,Yes,18.0,INDONESIA,28.0,10.64,F,48.0
Airlines,Online,Basic Plan,No,57.0,CAMBODIA,33.0,11.55,M,47.0
Airlines,Online,Annual Silver Plan,Yes,390.0,SINGAPORE,301.0,75.25,F,48.0
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,62.25,15.56,F,27.0
Airlines,Online,Basic Plan,No,7.0,THAILAND,22.0,7.7,M,35.0
Travel Agency,Offline,Comprehensive Plan,No,279.0,THAILAND,29.0,9.57,F,75.0
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,13.5,3.38,F,51.0
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,18.0,4.5,F,63.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,187.85,46.96,F,29.0
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,17.0,4.25,F,33.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,252.85,63.21,F,31.0
Airlines,Online,Basic Plan,No,7.0,INDONESIA,30.0,10.5,F,35.0
Airlines,Online,Bronze Plan,No,29.0,SINGAPORE,51.75,12.94,F,23.0
Airlines,Online,Basic Plan,No,13.0,MYANMAR,22.0,7.7,M,42.0
Airlines,Online,Basic Plan,No,40.0,THAILAND,22.0,7.7,M,56.0
Airlines,Online,Basic Plan,No,10.0,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,M,44.0
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,30.0,7.5,M,32.0
