Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commission (in value),Gender,Age,Predicted Claim,Claim Probability
Airlines,Online,Basic Plan,No,15.0,CHINA,22.0,7.7,F,32.0,0,0.00014075499
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,22.1,5.53,F,27.0,1,0.041188315
Airlines,Online,Silver Plan,No,41.0,SINGAPORE,109.0,27.25,M,35.0,1,0.030493809
Airlines,Online,Bronze Plan,No,27.0,SINGAPORE,66.75,16.69,F,63.0,1,0.41764072
Airlines,Online,Basic Plan,No,121.0,JAPAN,40.0,14.0,F,49.0,0,1.1486225e-05
Airlines,Online,Basic Plan,No,11.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,36.0,0,0.0031752202
Airlines,Online,Silver Plan,No,19.0,SINGAPORE,127.0,31.75,F,32.0,1,0.06635254
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,252.85,63.21,F,33.0,1,0.8668873
Airlines,Online,Basic Plan,No,168.0,"KOREA, REPUBLIC OF",97.0,33.95,M,24.0,0,0.00074615126
Airlines,Online,Basic Plan,No,3.0,THAILAND,18.0,6.3,M,45.0,0,1.8213816e-05
Airlines,Online,Silver Plan,No,6.0,SINGAPORE,27.75,6.94,M,59.0,0,0.0030637444
Airlines,Online,Annual Silver Plan,No,740.0,SINGAPORE,0.0,54.19,F,36.0,0,2.815379e-08
Airlines,Online,Basic Plan,No,3.0,MYANMAR,18.0,6.3,F,27.0,0,6.894896e-05
Airlines,Online,Value Plan,No,12.0,PHILIPPINES,26.0,9.1,F,59.0,0,9.226412e-05
Airlines,Online,Value Plan,No,2.0,BRUNEI DARUSSALAM,15.0,6.0,M,53.0,0,7.967298e-07
Airlines,Online,Value Plan,No,9.0,INDIA,50.0,20.0,M,118.0,0,1.8843532e-05
Airlines,Online,Basic Plan,No,3.0,INDONESIA,18.0,6.3,M,62.0,0,0.00013252231
Airlines,Online,Basic Plan,No,27.0,MYANMAR,37.0,12.95,M,37.0,0,5.9754148e-06
Airlines,Online,Value Plan,No,6.0,"KOREA, REPUBLIC OF",36.0,12.6,M,62.0,0,4.0275532e-05
Airlines,Online,Basic Plan,No,64.0,INDONESIA,33.0,11.55,F,43.0,0,0.0007990611
Airlines,Online,Bronze Plan,No,22.0,SINGAPORE,40.5,10.13,M,30.0,1,0.047617175
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,252.85,63.21,M,66.0,1,0.047233682
Airlines,Online,Value Plan,No,17.0,INDIA,72.0,28.8,M,118.0,0,0.0022639881
Travel Agency,Online,Value Plan,No,67.0,HUNGARY,95.0,36.1,F,48.0,0,0.00056905736
Airlines,Online,Basic Plan,No,32.0,CHINA,26.0,9.1,M,59.0,0,0.00020782919
Airlines,Online,Value Plan,No,3.0,BRUNEI DARUSSALAM,15.0,6.0,M,45.0,0,9.942381e-07
Airlines,Online,Value Plan,No,84.0,UNITED STATES,96.0,33.6,F,44.0,1,0.0423018
Airlines,Online,Value Plan,No,4.0,INDIA,39.0,15.6,M,118.0,0,1.8068802e-05
Airlines,Online,Value Plan,No,10.0,BRUNEI DARUSSALAM,15.0,6.0,M,30.0,0,2.3325944e-07
Airlines,Online,Bronze Plan,No,174.0,SINGAPORE,107.0,26.75,M,29.0,0,0.0026830775
Airlines,Online,Basic Plan,No,17.0,MYANMAR,18.0,6.3,F,30.0,0,3.8807975e-05
Airlines,Online,Bronze Plan,No,31.0,SINGAPORE,0.0,16.41,F,23.0,0,4.6195223e-07
Airlines,Online,Basic Plan,No,6.0,HONG KONG,22.0,7.7,M,64.0,0,0.012256379
Travel Agency,Online,Value Plan,No,48.0,INDONESIA,28.0,10.64,F,48.0,0,0.0073367464
Airlines,Online,Basic Plan,No,5.0,MALAYSIA,18.0,6.3,F,50.0,0,0.0005682075
Airlines,Online,Value Plan,No,5.0,BRUNEI DARUSSALAM,15.0,6.0,M,36.0,0,4.647636e-06
Airlines,Online,Basic Plan,No,11.0,CHINA,22.0,7.7,M,67.0,0,0.00037853452
Airlines,Online,Value Plan,No,25.0,INDIA,60.0,24.0,M,118.0,0,0.0012804564
Airlines,Online,Value Plan,No,129.0,"KOREA, REPUBLIC OF",45.0,15.75,M,47.0,0,9.866482e-05
Airlines,Online,Basic Plan,No,3.0,MALAYSIA,18.0,6.3,F,46.0,0,5.9629834e-05
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,53.25,13.31,M,33.0,0,2.325644e-05
Airlines,Online,Basic Plan,No,10.0,PHILIPPINES,22.0,7.7,F,36.0,0,0.0008350055
Airlines,Online,Bronze Plan,No,18.0,SINGAPORE,23.5,5.88,F,32.0,1,0.14279455
Airlines,Online,Bronze Plan,No,3.0,SINGAPORE,23.4,5.85,M,37.0,0,0.00014767532
Airlines,Online,Value Plan,Yes,113.0,UNITED STATES,164.0,57.4,F,35.0,1,0.99761224
Airlines,Online,Basic Plan,No,9.0,MYANMAR,22.0,7.7,M,51.0,0,0.00023302807
Airlines,Online,Basic Plan,No,7.0,MYANMAR,18.0,6.3,F,31.0,0,1.3952292e-06
Airlines,Online,Basic Plan,No,89.0,INDONESIA,42.0,14.7,F,31.0,0,1.5585713e-06
Airlines,Online,Silver Plan,No,0.0,SINGAPORE,0.0,5.63,F,51.0,0,3.2759385e-07
Airlines,Online,24 Protect,No,4.0,MALAYSIA,19.58,6.85,M,48.0,0,0.00012579813
Airlines,Online,Annual Silver Plan,No,369.0,SINGAPORE,252.85,63.21,M,31.0,1,0.9927505
Airlines,Online,Basic Plan,No,8.0,CHINA,35.0,12.25,M,47.0,0,0.0021880225
Airlines,Online,Basic Plan,No,59.0,MALAYSIA,30.0,10.5,M,51.0,0,0.00033414285
Airlines,Online,Basic Plan,No,10.0,INDONESIA,18.0,6.3,F,23.0,0,6.1346195e-06
Airlines,Online,Silver Plan,No,83.0,SINGAPORE,76.3,19.07,F,39.0,1,0.36766815
Travel Agency,Offline,Comprehensive Plan,No,5.0,MALAYSIA,29.0,9.57,F,71.0,0,0.00022284641
Airlines,Online,Basic Plan,No,45.0,PHILIPPINES,30.0,10.5,F,55.0,0,0.0058486573
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,17.0,4.25,M,23.0,0,0.00024769886
Airlines,Online,Basic Plan,No,99.0,MALAYSIA,18.0,6.3,F,40.0,0,1.0556871e-05
Travel Agency,Offline,Comprehensive Plan,No,245.0,THAILAND,29.0,9.57,F,64.0,0,0.0005622014
Airlines,Online,Value Plan,No,5.0,BRUNEI DARUSSALAM,15.0,6.0,F,30.0,0,3.3312358e-07
Airlines,Online,Value Plan,No,7.0,AUSTRALIA,45.0,15.75,M,37.0,0,0.00028784937
Airlines,Online,Basic Plan,No,40.0,MALAYSIA,22.0,7.7,M,48.0,0,0.00021334962
Airlines,Online,Annual Silver Plan,No,406.0,SINGAPORE,252.85,63.21,F,61.0,0,0.008049802
Airlines,Online,Basic Plan,No,1.0,MALAYSIA,18.0,6.3,M,44.0,0,5.9072347e-05
Airlines,Online,Basic Plan,No,29.0,CHINA,35.0,12.25,M,46.0,0,7.426941e-05
Airlines,Online,Gold Plan,No,5.0,SINGAPORE,37.8,9.45,F,36.0,1,0.039948743
Airlines,Online,Basic Plan,No,5.0,THAILAND,18.0,6.3,M,53.0,0,5.3794112e-05
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,14.95,3.74,F,66.0,0,0.0002811296
Airlines,Online,Basic Plan,No,58.0,HONG KONG,26.0,9.1,F,34.0,0,0.002489673
Airlines,Online,Basic Plan,No,72.0,CHINA,35.0,12.25,F,27.0,0,3.926706e-05
Airlines,Online,Basic Plan,No,4.0,INDONESIA,18.0,6.3,F,33.0,0,0.00017753696
Airlines,Online,Basic Plan,No,5.0,MALAYSIA,18.0,6.3,M,62.0,0,0.00016331358
Travel Agency,Offline,Comprehensive Plan,No,33.0,THAILAND,29.0,9.57,F,29.0,0,0.009938652
Airlines,Online,Basic Plan,No,42.0,MALAYSIA,18.0,6.3,F,63.0,0,0.0032339399
Travel Agency,Offline,Comprehensive Plan,No,49.0,MALAYSIA,29.0,9.57,M,33.0,0,0.0014455161
Airlines,Online,Silver Plan,No,3.0,SINGAPORE,30.0,7.5,M,32.0,0,0.00021623849
Airlines,Online,Basic Plan,No,17.0,CHINA,35.0,12.25,M,42.0,0,5.932944e-05
Airlines,Online,Silver Plan,No,15.0,SINGAPORE,32.5,8.13,M,26.0,1,0.053560037
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,17.55,4.39,F,29.0,1,0.3009417
Airlines,Online,Silver Plan,Yes,88.0,SINGAPORE,54.5,13.63,M,60.0,1,0.9979646
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,20.25,5.06,F,21.0,0,1.8729032e-05
Airlines,Online,Value Plan,No,6.0,BRUNEI DARUSSALAM,15.0,6.0,M,48.0,0,2.5372456e-06
Airlines,Online,Basic Plan,No,3.0,INDONESIA,18.0,6.3,M,37.0,0,0.00015310185
Airlines,Online,Basic Plan,No,12.0,BANGLADESH,22.0,7.7,M,31.0,0,1.8669098e-05
Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,23.5,5.88,F,31.0,1,0.01932793
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,23.4,5.85,F,43.0,0,0.01501989
Airlines,Online,Gold Plan,No,10.0,SINGAPORE,63.7,15.93,M,71.0,0,0.0057868296
Airlines,Online,Silver Plan,No,10.0,SINGAPORE,67.0,16.75,F,43.0,1,0.46587673
Airlines,Online,Basic Plan,No,50.0,CHINA,35.0,12.25,M,40.0,0,0.0002358487
Airlines,Online,Basic Plan,No,20.0,HONG KONG,22.0,7.7,F,28.0,0,3.2867094e-05
Airlines,Online,Basic Plan,No,10.0,HONG KONG,26.0,9.1,M,69.0,0,0.0049397615
Airlines,Online,Value Plan,No,83.0,THAILAND,56.0,19.6,M,73.0,1,0.023176398
Airlines,Online,Basic Plan,No,54.0,HONG KONG,35.0,12.25,F,47.0,0,0.0015896457
Airlines,Online,Bronze Plan,No,2.0,SINGAPORE,11.5,2.88,F,25.0,0,9.108225e-05
Airlines,Online,Silver Plan,No,42.0,SINGAPORE,0.0,27.25,F,33.0,0,2.3710858e-07
Airlines,Online,Basic Plan,No,7.0,INDIA,22.0,7.7,F,29.0,0,0.0069504697
Airlines,Online,Basic Plan,No,1.0,INDONESIA,18.0,6.3,M,54.0,0,7.054153e-05
Airlines,Online,Value Plan,No,62.0,INDIA,144.0,57.6,F,118.0,1,0.47280717
Airlines,Online,Basic Plan,No,6.0,THAILAND,22.0,7.7,F,60.0,0,0.00020167282
Airlines,Online,Basic Plan,No,14.0,PHILIPPINES,18.0,6.3,F,34.0,0,0.00071662565
Airlines,Online,Value Plan,No,6.0,BRUNEI DARUSSALAM,15.0,6.0,M,69.0,0,5.463941e-07
Airlines,Online,Basic Plan,No,17.0,CHINA,26.0,9.1,F,27.0,0,0.0032928446
Airlines,Online,Basic Plan,No,11.0,PHILIPPINES,30.0,10.5,F,38.0,0,0.00075504364
Airlines,Online,Basic Plan,No,164.0,PHILIPPINES,47.0,16.45,F,39.0,0,7.585838e-06
Airlines,Online,Basic Plan,No,2.0,INDONESIA,18.0,6.3,M,24.0,0,1.2563031e-05
Travel Agency,Offline,Comprehensive Plan,No,77.0,MALAYSIA,29.0,9.57,F,42.0,0,0.00064544316
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,20.25,5.06,M,33.0,0,0.00011597429
Airlines,Online,Basic Plan,No,2.0,INDONESIA,18.0,6.3,M,56.0,0,0.00012838494
Airlines,Online,Annual Silver Plan,No,547.0,SINGAPORE,252.85,63.21,F,33.0,1,0.061852768
Airlines,Online,Silver Plan,No,13.0,SINGAPORE,19.5,4.88,M,34.0,0,0.00070623594
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,187.85,46.96,M,57.0,1,0.75757915
Airlines,Online,Basic Plan,No,4.0,MYANMAR,22.0,7.7,M,44.0,0,0.00047658719
Airlines,Online,Annual Silver Plan,No,380.0,SINGAPORE,252.85,63.21,F,37.0,1,0.99604225
Airlines,Online,Silver Plan,No,18.0,SINGAPORE,62.25,15.56,M,35.0,1,0.090315774
Airlines,Online,Annual Silver Plan,No,380.0,SINGAPORE,252.85,63.21,M,34.0,1,0.42569268
Airlines,Online,Basic Plan,No,86.0,JAPAN,35.0,12.25,F,58.0,0,0.00010631658
Airlines,Online,Bronze Plan,Yes,42.0,SINGAPORE,94.0,23.5,F,28.0,1,0.9908159
Airlines,Online,Basic Plan,No,4.0,MALAYSIA,18.0,6.3,M,47.0,0,6.867283e-05
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,389.0,97.25,M,31.0,1,0.3898623
Airlines,Online,Basic Plan,No,23.0,AUSTRALIA,44.0,15.4,M,18.0,0,4.7353315e-06
Airlines,Online,Basic Plan,No,16.0,HONG KONG,22.0,7.7,M,64.0,0,0.0010007351
Airlines,Online,Basic Plan,No,31.0,MALAYSIA,18.0,6.3,F,41.0,0,0.000740205
Airlines,Online,Value Plan,No,55.0,INDIA,120.0,48.0,F,118.0,1,0.17405556
Airlines,Online,Annual Gold Plan,No,383.0,SINGAPORE,599.0,149.75,M,34.0,1,0.15491204
Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,32.9,8.22,M,22.0,1,0.3676908
Airlines,Online,Basic Plan,No,7.0,MALAYSIA,18.0,6.3,F,28.0,0,7.2366944e-05
Airlines,Online,Basic Plan,No,18.0,HONG KONG,26.0,9.1,F,33.0,0,0.009097224
Airlines,Online,Basic Plan,No,7.0,AUSTRALIA,26.0,9.1,F,43.0,0,0.011372308
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,37.0,9.25,F,50.0,0,0.010299809
Airlines,Online,Bronze Plan,No,45.0,SINGAPORE,23.4,5.85,M,38.0,1,0.07081391
Airlines,Online,Basic Plan,No,5.0,MYANMAR,22.0,7.7,M,51.0,0,0.00024712234
Airlines,Online,Basic Plan,No,17.0,MALAYSIA,33.0,11.55,M,48.0,0,1.3760665e-05
Airlines,Online,Basic Plan,No,70.0,JAPAN,35.0,12.25,F,39.0,0,3.2928274e-05
Airlines,Online,Value Plan,No,19.0,INDIA,31.0,12.4,M,118.0,0,0.00016292583
Airlines,Online,Bronze Plan,No,14.0,SINGAPORE,17.55,4.39,F,40.0,1,0.020911315
Airlines,Online,Silver Plan,No,10.0,SINGAPORE,32.5,8.13,F,18.0,1,0.02654273
Airlines,Online,Value Plan,No,22.0,JAPAN,58.0,20.3,M,34.0,0,1.5941332e-05
Airlines,Online,Silver Plan,No,59.0,SINGAPORE,88.9,22.23,M,45.0,1,0.80610925
Airlines,Online,Basic Plan,No,38.0,THAILAND,30.0,10.5,M,46.0,0,0.0010427769
Airlines,Online,Basic Plan,No,36.0,VIET NAM,18.0,6.3,M,61.0,1,0.12697016
Airlines,Online,Value Plan,No,36.0,CHINA,45.0,15.75,M,62.0,0,0.0019843255
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,25.5,6.38,F,38.0,0,0.005923461
Airlines,Online,Basic Plan,No,29.0,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,F,61.0,0,0.012961025
Airlines,Online,Basic Plan,No,40.0,THAILAND,30.0,10.5,M,27.0,0,0.00083084503
Airlines,Online,Basic Plan,No,53.0,THAILAND,22.0,7.7,M,59.0,0,0.009334229
Airlines,Online,Basic Plan,No,29.0,HONG KONG,26.0,9.1,M,45.0,0,1.7565599e-05
Airlines,Online,Bronze Plan,Yes,33.0,SINGAPORE,35.25,8.81,F,20.0,1,0.99836046
Airlines,Online,Basic Plan,No,39.0,THAILAND,18.0,6.3,M,41.0,0,0.0043271463
Airlines,Online,Bronze Plan,No,46.0,SINGAPORE,101.0,25.25,F,24.0,1,0.729141
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,27.0,6.75,F,38.0,0,0.0023711608
Airlines,Online,Value Plan,No,90.0,GERMANY,149.0,52.15,F,33.0,0,0.0019282381
Airlines,Online,Basic Plan,No,11.0,CHINA,35.0,12.25,M,34.0,0,1.2008938e-05
Airlines,Online,Basic Plan,No,5.0,INDONESIA,18.0,6.3,M,60.0,0,0.00023432856
Airlines,Online,Basic Plan,No,10.0,JAPAN,35.0,12.25,F,61.0,0,3.4127986e-06
Airlines,Online,Basic Plan,No,11.0,MYANMAR,18.0,6.3,M,32.0,0,3.590623e-05
Airlines,Online,Basic Plan,No,12.0,THAILAND,22.0,7.7,M,66.0,0,1.8835373e-05
Airlines,Online,Basic Plan,No,31.0,HONG KONG,63.0,22.05,F,43.0,0,0.0037621078
Airlines,Online,Annual Silver Plan,No,403.0,SINGAPORE,252.85,63.21,F,54.0,1,0.78135365
Airlines,Online,Bronze Plan,No,85.0,SINGAPORE,30.55,7.64,F,35.0,1,0.019211402
Airlines,Online,Basic Plan,No,17.0,CHINA,26.0,9.1,M,59.0,0,0.004798422
Airlines,Online,Value Plan,No,21.0,THAILAND,29.0,10.15,M,118.0,0,2.8028848e-05
Airlines,Online,Value Plan,No,12.0,BRUNEI DARUSSALAM,15.0,6.0,M,19.0,0,3.7957074e-07
Airlines,Online,Basic Plan,No,1.0,INDONESIA,18.0,6.3,F,28.0,0,7.155638e-05
Airlines,Online,Annual Silver Plan,No,383.0,SINGAPORE,252.85,63.21,M,40.0,1,0.43569076
Airlines,Online,Basic Plan,No,34.0,THAILAND,47.0,16.45,M,63.0,0,0.0010444437
Airlines,Online,Basic Plan,No,11.0,SRI LANKA,0.0,12.25,M,33.0,0,3.1574434e-06
Airlines,Online,Basic Plan,No,6.0,INDONESIA,18.0,6.3,F,28.0,0,0.00021105281
Airlines,Online,Bronze Plan,No,96.0,SINGAPORE,17.0,4.25,F,26.0,0,0.0025587524
Travel Agency,Offline,Comprehensive Plan,No,94.0,MALAYSIA,29.0,9.57,M,76.0,0,0.000112225534
Airlines,Online,Basic Plan,No,40.0,AUSTRALIA,40.0,14.0,M,36.0,0,0.0004921936
Airlines,Online,Value Plan,No,15.0,BRUNEI DARUSSALAM,15.0,6.0,M,71.0,0,2.6315553e-07
Airlines,Online,Silver Plan,No,16.0,SINGAPORE,60.75,15.19,M,38.0,1,0.36988172
Airlines,Online,Basic Plan,No,23.0,MALAYSIA,22.0,7.7,M,53.0,0,5.2474377e-05
Airlines,Online,Basic Plan,No,16.0,CHINA,22.0,7.7,F,69.0,0,9.60535e-06
Airlines,Online,Value Plan,No,3.0,BRUNEI DARUSSALAM,15.0,6.0,M,58.0,0,2.6600221e-06
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,57.0,14.25,M,31.0,0,3.399007e-06
Airlines,Online,Basic Plan,No,2.0,CHINA,22.0,7.7,F,32.0,0,8.268453e-05
Airlines,Online,Bronze Plan,No,15.0,SINGAPORE,22.1,5.53,M,28.0,1,0.16157226
Airlines,Online,Value Plan,No,37.0,INDIA,39.0,15.6,F,118.0,0,0.001428977
Airlines,Online,Basic Plan,No,43.0,THAILAND,22.0,7.7,F,34.0,0,0.005678536
Airlines,Online,Bronze Plan,No,36.0,SINGAPORE,80.6,20.15,M,27.0,1,0.33786163
Airlines,Online,Value Plan,No,0.0,INDIA,31.0,12.4,M,118.0,0,2.024924e-05
Airlines,Online,Basic Plan,No,44.0,CHINA,40.0,14.0,F,51.0,0,0.00037233552
Airlines,Online,Value Plan,No,23.0,SRI LANKA,58.0,20.3,M,40.0,0,0.0009589051
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,62.25,15.56,F,25.0,0,0.0009572575
Airlines,Online,Basic Plan,No,74.0,CHINA,26.0,9.1,M,48.0,0,1.6592485e-05
Airlines,Online,Basic Plan,No,5.0,MALAYSIA,22.0,7.7,F,45.0,0,0.0006988948
Travel Agency,Online,Value Plan,No,41.0,NETHERLANDS,95.0,36.1,F,48.0,0,3.5274043e-05
Airlines,Online,Basic Plan,No,24.0,PHILIPPINES,22.0,7.7,M,63.0,0,3.2972483e-05
Airlines,Online,Value Plan,No,10.0,INDIA,58.0,20.3,M,48.0,0,0.01217177
Airlines,Online,Silver Plan,No,10.0,SINGAPORE,34.3,8.57,F,72.0,0,0.00023587141
Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,29.9,7.47,F,26.0,1,0.97055954
Airlines,Online,Basic Plan,No,22.0,HONG KONG,35.0,12.25,F,49.0,0,0.00015704389
Airlines,Online,Basic Plan,No,85.0,CHINA,26.0,9.1,M,48.0,0,1.925766e-06
Airlines,Online,Silver Plan,No,15.0,SINGAPORE,24.05,6.01,M,29.0,0,0.0007772227
Airlines,Online,Basic Plan,No,26.0,PHILIPPINES,18.0,6.3,M,36.0,0,0.00013224826
Airlines,Online,Annual Silver Plan,No,384.0,SINGAPORE,216.75,54.19,M,25.0,0,0.0047592525
Airlines,Online,Basic Plan,No,40.0,HONG KONG,22.0,7.7,M,40.0,0,4.1281823e-05
Travel Agency,Online,Value Plan,No,23.0,INDONESIA,22.0,8.36,M,48.0,0,7.5330595e-06
Airlines,Online,Basic Plan,No,6.0,THAILAND,18.0,6.3,M,38.0,0,2.7151982e-05
Airlines,Online,Value Plan,No,3.0,INDIA,62.0,24.8,M,118.0,0,3.9409162e-05
Airlines,Online,Basic Plan,Yes,9.0,CHINA,26.0,9.1,M,47.0,1,0.9777004
Airlines,Online,Basic Plan,No,30.0,CHINA,40.0,14.0,M,71.0,0,0.0005049129
Airlines,Online,Annual Silver Plan,No,370.0,SINGAPORE,252.85,63.21,F,62.0,1,0.024917357
Airlines,Online,Silver Plan,No,25.0,SINGAPORE,31.85,7.96,M,83.0,0,0.0021316512
Airlines,Online,Value Plan,No,18.0,INDIA,0.0,28.8,M,118.0,0,1.5936612e-06
Airlines,Online,Basic Plan,No,22.0,HONG KONG,40.0,14.0,M,50.0,0,0.00028748243
Airlines,Online,Value Plan,No,2.0,BRUNEI DARUSSALAM,15.0,6.0,M,67.0,0,4.4513303e-07
Airlines,Online,Silver Plan,No,7.0,SINGAPORE,24.05,6.01,M,61.0,0,7.198145e-05
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,30.55,7.64,M,30.0,0,1.4840306e-05
Airlines,Online,Value Plan,No,1.0,BRUNEI DARUSSALAM,15.0,6.0,M,36.0,0,2.9331816e-06
Airlines,Online,Annual Silver Plan,No,403.0,SINGAPORE,187.85,46.96,F,34.0,1,0.45510092
Airlines,Online,Basic Plan,No,59.0,HONG KONG,26.0,9.1,M,34.0,0,0.0007031159
Airlines,Online,Basic Plan,No,60.0,HONG KONG,22.0,7.7,F,38.0,0,0.00059606176
Airlines,Online,Basic Plan,No,17.0,THAILAND,22.0,7.7,F,21.0,0,0.00030483905
Travel Agency,Offline,Comprehensive Plan,No,225.0,MALAYSIA,29.0,9.57,F,34.0,0,0.002454466
Airlines,Online,Value Plan,No,46.0,UNITED KINGDOM,109.0,38.15,M,42.0,0,0.00027560134
Airlines,Online,Value Plan,No,8.0,CAMBODIA,23.0,8.05,M,118.0,0,5.0823728e-05
Airlines,Online,Basic Plan,No,10.0,THAILAND,30.0,10.5,M,61.0,0,3.0280975e-05
Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,291.75,72.94,M,31.0,1,0.9854321
Airlines,Online,Bronze Plan,No,27.0,SINGAPORE,17.55,4.39,M,40.0,0,0.0007587044
Airlines,Online,Value Plan,No,6.0,INDIA,39.0,15.6,F,118.0,0,5.1598698e-05
Airlines,Online,Basic Plan,No,19.0,PHILIPPINES,22.0,7.7,F,50.0,0,0.001416512
Travel Agency,Offline,Comprehensive Plan,No,122.0,THAILAND,29.0,9.57,F,60.0,0,0.0009774589
Airlines,Online,Basic Plan,No,4.0,HONG KONG,22.0,7.7,M,34.0,0,0.001506797
Airlines,Online,24 Protect,No,5.0,SINGAPORE,20.0,7.0,M,48.0,0,0.00015336061
Airlines,Online,Basic Plan,No,8.0,CAMBODIA,22.0,7.7,M,53.0,0,0.010513752
Airlines,Online,Value Plan,No,9.0,INDIA,31.0,12.4,M,118.0,0,4.8715512e-05
Airlines,Online,Basic Plan,No,10.0,CHINA,26.0,9.1,M,46.0,1,0.20729409
Airlines,Online,Annual Silver Plan,Yes,367.0,SINGAPORE,291.75,72.94,M,31.0,1,0.99932873
Airlines,Online,Value Plan,No,45.0,"KOREA, REPUBLIC OF",58.0,20.3,F,26.0,0,6.853957e-05
Airlines,Online,Basic Plan,No,147.0,THAILAND,22.0,7.7,M,48.0,0,4.9160026e-05
Airlines,Online,Basic Plan,No,16.0,PHILIPPINES,30.0,10.5,F,45.0,0,0.000850466
Airlines,Online,Silver Plan,No,26.0,SINGAPORE,127.0,31.75,F,30.0,1,0.24671575
Airlines,Online,Annual Silver Plan,No,388.0,SINGAPORE,252.85,63.21,F,31.0,1,0.28546032
Airlines,Online,Value Plan,No,14.0,BRUNEI DARUSSALAM,15.0,6.0,M,47.0,0,3.2150368e-08
Airlines,Online,Basic Plan,No,12.0,PHILIPPINES,18.0,6.3,M,34.0,0,2.53399e-05
Airlines,Online,Basic Plan,No,65.0,MYANMAR,33.0,11.55,M,29.0,0,8.462986e-06
Airlines,Online,Value Plan,No,9.0,BRUNEI DARUSSALAM,15.0,6.0,F,38.0,0,0.00013027669
Airlines,Online,Silver Plan,No,38.0,SINGAPORE,31.85,7.96,F,25.0,1,0.7387865
Airlines,Online,Bronze Plan,No,16.0,SINGAPORE,40.0,10.0,M,26.0,1,0.8494922
Airlines,Online,Bronze Plan,No,20.0,SINGAPORE,71.0,17.75,M,40.0,0,0.007275103
Airlines,Online,Basic Plan,No,109.0,HONG KONG,26.0,9.1,M,66.0,0,5.625614e-06
Travel Agency,Online,Premier Plan,No,89.0,INDONESIA,29.0,11.02,M,48.0,0,0.0017822192
Airlines,Online,Basic Plan,No,3.0,MALAYSIA,18.0,6.3,M,33.0,0,1.39457115e-05
Airlines,Online,Value Plan,No,13.0,INDIA,45.0,15.75,M,61.0,0,0.009397583
Airlines,Online,Value Plan,No,9.0,BRUNEI DARUSSALAM,15.0,6.0,M,38.0,0,1.1510547e-05
Airlines,Online,Annual Silver Plan,No,374.0,SINGAPORE,-252.85,63.21,F,42.0,0,4.2623572e-07
Airlines,Online,24 Protect,No,16.0,UNITED ARAB EMIRATES,0.0,16.7,M,48.0,0,1.7274747e-09
Airlines,Online,Basic Plan,No,2.0,"KOREA, REPUBLIC OF",22.0,7.7,F,22.0,0,2.7259133e-05
Airlines,Online,Basic Plan,No,8.0,CHINA,26.0,9.1,M,45.0,0,0.0014973454
Airlines,Online,Value Plan,No,2.0,INDIA,31.0,12.4,M,118.0,0,2.024924e-05
Airlines,Online,Basic Plan,No,6.0,THAILAND,18.0,6.3,M,49.0,0,3.3812885e-05
Airlines,Online,Bronze Plan,No,58.0,SINGAPORE,53.5,13.38,F,30.0,1,0.5888368
Airlines,Online,Basic Plan,No,3.0,INDIA,22.0,7.7,M,60.0,1,0.07716186
Travel Agency,Offline,Comprehensive Plan,No,82.0,MALAYSIA,29.0,9.57,F,67.0,0,0.00035779958
Airlines,Online,Basic Plan,No,16.0,MYANMAR,18.0,6.3,F,27.0,0,0.00013190821
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,23.4,5.85,F,39.0,0,0.0047442857
Travel Agency,Offline,Comprehensive Plan,No,59.0,MALAYSIA,29.0,9.57,F,33.0,0,0.0005917408
Airlines,Online,Basic Plan,No,11.0,THAILAND,22.0,7.7,F,50.0,0,0.0015476304
Airlines,Online,Bronze Plan,No,27.0,SINGAPORE,37.05,9.26,F,23.0,1,0.8693313
Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,47.0,11.75,F,36.0,1,0.21290523
Airlines,Online,Basic Plan,No,15.0,PHILIPPINES,30.0,10.5,M,27.0,0,0.0008783763
