Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16.0,CHINA,25.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,66.0,JAPAN,62.0,0.0,,36.0
JZI,Airlines,Online,Value Plan,No,11.0,NEPAL,0.0,23.45,M,62.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,34.0,AUSTRALIA,89.1,53.46,,35.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,6.0,VIET NAM,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,139.0,INDONESIA,52.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5.0,THAILAND,29.7,17.82,,34.0
JWT,Airlines,Online,Value Plan,No,16.0,INDIA,50.0,20.0,M,118.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14.0,"TAIWAN, PROVINCE OF CHINA",30.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,29.0,INDONESIA,10.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,23.5,5.88,F,25.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27.0,VIET NAM,26.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,294.0,ITALY,0.0,0.0,,36.0
C2B,Airlines,Online,Silver Plan,No,12.0,SINGAPORE,62.25,15.56,M,29.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,22.0,UNITED STATES,39.6,23.76,,54.0
EPX,Travel Agency,Online,Cancellation Plan,No,22.0,AUSTRALIA,37.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,44.0,MYANMAR,20.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5.0,AUSTRALIA,20.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,9.0,CHINA,35.0,12.25,M,46.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,49.0,"TAIWAN, PROVINCE OF CHINA",21.0,0.0,,36.0
SSI,Airlines,Online,Ticket Protector,No,60.0,SINGAPORE,7.84,2.2,,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,24.0,UNITED STATES,52.0,0.0,,22.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5.0,MALAYSIA,39.6,23.76,,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,14.0,THAILAND,27.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5.0,FRANCE,19.8,11.88,,44.0
EPX,Travel Agency,Online,Cancellation Plan,No,196.0,TURKEY,14.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18.0,CAMBODIA,30.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,2.0,"KOREA, REPUBLIC OF",32.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,17.0,CHINA,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,242.0,CANADA,112.0,0.0,,25.0
JZI,Airlines,Online,Basic Plan,No,11.0,THAILAND,22.0,7.7,M,51.0
EPX,Travel Agency,Online,Cancellation Plan,No,29.0,PHILIPPINES,11.0,0.0,,24.0
C2B,Airlines,Online,Annual Gold Plan,No,375.0,SINGAPORE,449.25,112.31,F,35.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,24.0,AUSTRALIA,99.0,59.4,,52.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9.0,DENMARK,112.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,10.0,HONG KONG,17.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,2.0,VIET NAM,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,13.0,JAPAN,13.0,0.0,,24.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,146.0,AUSTRALIA,69.3,41.58,,30.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,42.0,AUSTRALIA,138.6,83.16,,58.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,83.0,NETHERLANDS,112.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,UNITED STATES,10.0,0.0,,35.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,35.0,THAILAND,20.0,0.0,,27.0
EPX,Travel Agency,Online,Cancellation Plan,No,104.0,INDONESIA,12.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,92.0,INDIA,29.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,25.0,MALAYSIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,3.0,THAILAND,23.0,0.0,,37.0
EPX,Travel Agency,Online,Cancellation Plan,No,67.0,"KOREA, REPUBLIC OF",41.0,0.0,,36.0
ART,Airlines,Online,24 Protect,No,18.0,PHILIPPINES,4.98,1.74,M,48.0
RAB,Airlines,Online,Value Plan,No,17.0,BRUNEI DARUSSALAM,15.0,6.0,M,45.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5.0,MALAYSIA,22.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,54.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,312.0,"KOREA, REPUBLIC OF",47.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,20.0,GERMANY,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,11.0,HONG KONG,21.0,0.0,,43.0
EPX,Travel Agency,Online,Cancellation Plan,No,1.0,SINGAPORE,23.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,38.0,JAPAN,26.0,0.0,,36.0
C2B,Airlines,Online,Silver Plan,No,5.0,SINGAPORE,24.05,6.01,F,32.0
C2B,Airlines,Online,Annual Gold Plan,No,376.0,SINGAPORE,389.35,97.34,M,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,55.0,VIET NAM,57.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,41.0,INDIA,34.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,41.0,FRANCE,69.3,41.58,,43.0
JWT,Airlines,Online,Value Plan,No,15.0,INDIA,78.0,31.2,M,118.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,60.0,"KOREA, REPUBLIC OF",59.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,30.0,CHINA,13.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,16.0,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,F,50.0
C2B,Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,23.4,5.85,M,61.0
EPX,Travel Agency,Online,Cancellation Plan,No,10.0,INDONESIA,44.0,0.0,,39.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,52.0,PHILIPPINES,34.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,27.0,THAILAND,37.0,12.95,M,61.0
JZI,Airlines,Online,Value Plan,No,5.0,VIET NAM,33.0,11.55,M,52.0
EPX,Travel Agency,Online,Cancellation Plan,No,3.0,THAILAND,19.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,61.0,INDONESIA,13.0,0.0,,68.0
EPX,Travel Agency,Online,Cancellation Plan,No,35.0,"TAIWAN, PROVINCE OF CHINA",18.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,151.0,THAILAND,32.0,0.0,,34.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23.0,MALAYSIA,29.7,17.82,,31.0
C2B,Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,17.55,4.39,F,26.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23.0,SINGAPORE,66.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,51.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,M,35.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,119.0,UNITED KINGDOM,148.5,89.1,,67.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,22.0,AUSTRALIA,49.5,29.7,,32.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16.0,PHILIPPINES,25.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,33.0,SINGAPORE,15.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,38.0,AUSTRALIA,47.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13.0,MALAYSIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,INDIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14.0,THAILAND,23.0,0.0,,71.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,218.0,SINGAPORE,20.0,0.0,,63.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16.0,SRI LANKA,21.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,82.0,PHILIPPINES,10.0,0.0,,34.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,53.0,INDONESIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,39.0,PHILIPPINES,22.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,3.0,MALAYSIA,19.8,11.88,,49.0
C2B,Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,17.55,4.39,F,58.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,41.0,"TAIWAN, PROVINCE OF CHINA",26.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,70.0,MALAYSIA,19.8,11.88,,32.0
EPX,Travel Agency,Online,Cancellation Plan,No,17.0,JAPAN,74.0,0.0,,35.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,40.0,CHINA,112.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,37.0,CHINA,44.0,15.4,F,33.0
EPX,Travel Agency,Online,Cancellation Plan,No,24.0,THAILAND,24.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16.0,INDONESIA,43.0,0.0,,27.0
EPX,Travel Agency,Online,Cancellation Plan,No,21.0,UNITED STATES,53.0,0.0,,53.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,48.0,UNITED STATES,112.0,0.0,,44.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12.0,THAILAND,20.0,0.0,,36.0
C2B,Airlines,Online,Silver Plan,No,9.0,SINGAPORE,24.05,6.01,M,70.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,HONG KONG,30.0,0.0,,36.0
EPX,Travel Agency,Offline,2 way Comprehensive Plan,No,22.0,CHINA,32.0,0.0,,47.0
EPX,Travel Agency,Online,Cancellation Plan,No,127.0,SWITZERLAND,15.0,0.0,,36.0
ART,Airlines,Online,24 Protect,No,2.0,PHILIPPINES,8.85,3.1,F,48.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,48.0,AUSTRALIA,79.2,47.52,,49.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,138.0,UNITED KINGDOM,29.7,17.82,,37.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,102.0,UNITED KINGDOM,39.6,23.76,,31.0
ART,Airlines,Online,24 Protect,No,4.0,PHILIPPINES,14.08,4.93,M,48.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,57.0,AUSTRIA,109.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,43.0,SINGAPORE,35.25,8.81,F,27.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7.0,INDONESIA,32.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,15.0,SINGAPORE,19.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,INDONESIA,29.0,0.0,,51.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14.0,AUSTRALIA,49.5,29.7,,31.0
C2B,Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,20.25,5.06,F,32.0
EPX,Travel Agency,Online,Cancellation Plan,No,71.0,ICELAND,38.0,0.0,,36.0
C2B,Airlines,Online,Silver Plan,No,5.0,SINGAPORE,18.5,4.63,F,29.0
JZI,Airlines,Online,Value Plan,No,69.0,SWITZERLAND,167.0,58.45,F,55.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,26.0,AUSTRALIA,79.2,47.52,,56.0
KML,Travel Agency,Online,Premier Plan,No,5.0,INDONESIA,38.0,14.44,M,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,AUSTRALIA,10.0,0.0,,36.0
SSI,Airlines,Online,Ticket Protector,No,29.0,SINGAPORE,12.35,3.46,,48.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,43.0,HONG KONG,29.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,42.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,33.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,12.0,MALAYSIA,19.8,11.88,,50.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27.0,INDONESIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,47.0,VIET NAM,17.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,94.0,UNITED STATES,0.0,53.46,,62.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25.0,UNITED STATES,101.0,0.0,,32.0
EPX,Travel Agency,Online,Cancellation Plan,No,46.0,MALAYSIA,12.0,0.0,,26.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,221.0,AUSTRALIA,-99.0,59.4,,31.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17.0,GREECE,59.4,35.64,,57.0
JZI,Airlines,Online,Basic Plan,No,31.0,PHILIPPINES,22.0,7.7,M,43.0
EPX,Travel Agency,Online,Cancellation Plan,No,20.0,"KOREA, REPUBLIC OF",29.0,0.0,,44.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,51.0,INDONESIA,20.0,0.0,,54.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18.0,INDIA,0.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,30.0,ICELAND,-49.5,29.7,,29.0
EPX,Travel Agency,Online,Cancellation Plan,No,22.0,NEW ZEALAND,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,96.0,UNITED STATES,112.0,0.0,,34.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24.0,THAILAND,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,117.0,HONG KONG,20.0,0.0,,28.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,4.0,SINGAPORE,20.0,0.0,,60.0
JZI,Airlines,Online,Basic Plan,No,15.0,PHILIPPINES,33.0,11.55,M,42.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,36.0,AUSTRALIA,79.2,47.52,,57.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,48.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,17.0,MYANMAR,11.0,0.0,,36.0
RAB,Airlines,Online,Value Plan,No,11.0,BRUNEI DARUSSALAM,23.0,9.2,,27.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,36.0,HONG KONG,20.0,0.0,,28.0
C2B,Airlines,Online,Silver Plan,No,19.0,SINGAPORE,60.75,15.19,F,35.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,10.0,ITALY,79.2,47.52,,31.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,THAILAND,20.0,0.0,,31.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,37.0,CAMBODIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,39.0,THAILAND,11.0,0.0,,28.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,11.0,SPAIN,79.2,47.52,,63.0
JZI,Airlines,Online,Value Plan,No,9.0,"KOREA, REPUBLIC OF",45.0,15.75,F,39.0
EPX,Travel Agency,Online,Cancellation Plan,No,147.0,AUSTRALIA,26.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,15.0,SINGAPORE,0.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,27.0,6.75,F,13.0
EPX,Travel Agency,Online,Cancellation Plan,No,75.0,INDONESIA,11.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,83.0,CHINA,15.0,0.0,,36.0
JWT,Airlines,Online,Value Plan,No,62.0,INDIA,31.0,12.4,M,118.0
EPX,Travel Agency,Online,Cancellation Plan,No,30.0,INDIA,21.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,21.0,VIET NAM,16.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,19.0,OMAN,55.0,19.25,F,26.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,42.0,JAPAN,26.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,39.0,FRANCE,0.0,17.82,,29.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,INDONESIA,12.0,0.0,,36.0
C2B,Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,252.85,63.21,M,67.0
JZI,Airlines,Online,Basic Plan,No,1.0,CHINA,22.0,7.7,M,32.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,55.0,MALAYSIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2.0,MYANMAR,20.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2.0,THAILAND,19.8,11.88,,31.0
JZI,Airlines,Online,Basic Plan,No,50.0,CHINA,22.0,7.7,M,26.0
JZI,Airlines,Online,Value Plan,No,58.0,FRANCE,181.0,63.35,M,25.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,CANADA,57.0,0.0,,26.0
EPX,Travel Agency,Online,Cancellation Plan,No,281.0,NEW ZEALAND,69.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,47.0,MALAYSIA,20.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,46.15,11.54,F,40.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5.0,VIET NAM,20.0,0.0,,36.0
RAB,Airlines,Online,Value Plan,No,8.0,BRUNEI DARUSSALAM,15.0,6.0,M,47.0
EPX,Travel Agency,Online,Cancellation Plan,No,6.0,VIET NAM,14.0,0.0,,36.0
RAB,Airlines,Online,Value Plan,No,15.0,BRUNEI DARUSSALAM,15.0,6.0,M,59.0
EPX,Travel Agency,Online,Cancellation Plan,No,85.0,INDONESIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,CHINA,26.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,72.0,CANADA,16.0,0.0,,67.0
CBH,Travel Agency,Offline,Comprehensive Plan,No,75.0,THAILAND,29.0,9.57,M,70.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,30.0,CHINA,52.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,174.0,"TAIWAN, PROVINCE OF CHINA",27.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,53.0,SRI LANKA,41.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,3.0,UNITED KINGDOM,51.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,62.0,CHINA,43.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,71.0,HONG KONG,62.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17.0,THAILAND,19.8,11.88,,28.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18.0,BELGIUM,20.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,15.0,SINGAPORE,44.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,60.0,UNITED STATES,79.2,47.52,,45.0
C2B,Airlines,Online,Silver Plan,No,101.0,SINGAPORE,54.6,13.65,M,78.0
EPX,Travel Agency,Online,Cancellation Plan,No,12.0,THAILAND,15.0,0.0,,40.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,56.0,JAPAN,49.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26.0,JAPAN,66.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,42.0,"KOREA, REPUBLIC OF",26.0,0.0,,21.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6.0,THAILAND,39.6,23.76,,38.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,60.0,AUSTRALIA,89.1,53.46,,44.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,83.0,TUNISIA,104.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,24.0,THAILAND,22.0,7.7,F,60.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,MALAYSIA,10.0,0.0,,53.0
JZI,Airlines,Online,Basic Plan,No,10.0,INDIA,26.0,9.1,M,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,26.0,PHILIPPINES,15.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,10.0,AUSTRALIA,29.7,17.82,,31.0
JZI,Airlines,Online,Basic Plan,No,22.0,THAILAND,30.0,10.5,M,38.0
EPX,Travel Agency,Online,Cancellation Plan,No,24.0,UNITED STATES,58.0,0.0,,23.0
EPX,Travel Agency,Online,Cancellation Plan,No,23.0,LAO PEOPLE'S DEMOCRATIC REPUBLIC,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,THAILAND,11.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,13.0,MALAYSIA,18.0,6.3,F,50.0
JZI,Airlines,Online,Basic Plan,No,4.0,THAILAND,22.0,7.7,M,57.0
EPX,Travel Agency,Online,Cancellation Plan,No,3.0,SINGAPORE,15.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,24.0,NORWAY,99.0,59.4,,46.0
JZI,Airlines,Online,Basic Plan,No,11.0,INDONESIA,22.0,7.7,M,51.0
EPX,Travel Agency,Online,Cancellation Plan,No,85.0,MYANMAR,11.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,77.0,MALAYSIA,0.0,17.82,,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,32.0,UNITED STATES,10.0,0.0,,26.0
EPX,Travel Agency,Online,Cancellation Plan,No,35.0,HONG KONG,24.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,17.0,THAILAND,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,57.0,THAILAND,20.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,5.0,MALAYSIA,18.0,6.3,M,55.0
C2B,Airlines,Online,Silver Plan,Yes,16.0,SINGAPORE,74.25,18.56,M,27.0
EPX,Travel Agency,Online,Cancellation Plan,No,59.0,AUSTRALIA,11.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17.0,AUSTRALIA,49.5,29.7,,50.0
JZI,Airlines,Online,Basic Plan,No,9.0,THAILAND,22.0,7.7,M,44.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,PHILIPPINES,11.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,11.0,MALAYSIA,20.0,0.0,,27.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,68.0,INDONESIA,28.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,37.0,CHINA,26.0,9.1,M,30.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,78.0,UNITED ARAB EMIRATES,82.0,0.0,,36.0
CBH,Travel Agency,Offline,Comprehensive Plan,No,40.0,MALAYSIA,29.0,9.57,F,43.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,VIET NAM,10.0,0.0,,30.0
EPX,Travel Agency,Online,Cancellation Plan,No,26.0,CHINA,15.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,38.35,9.59,M,45.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,13.0,SINGAPORE,26.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,44.0,MALAYSIA,10.0,0.0,,38.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,82.0,UNITED KINGDOM,112.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,61.0,THAILAND,20.0,0.0,,21.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,42.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,60.0,CHINA,31.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13.0,VIET NAM,20.0,0.0,,44.0
EPX,Travel Agency,Online,Cancellation Plan,No,40.0,HONG KONG,18.0,0.0,,36.0
SSI,Airlines,Online,Ticket Protector,No,163.0,SINGAPORE,10.04,2.81,,48.0
JZI,Airlines,Online,Basic Plan,No,48.0,INDONESIA,42.0,14.7,F,41.0
EPX,Travel Agency,Online,Cancellation Plan,No,16.0,JAPAN,39.0,0.0,,36.0
JZI,Airlines,Online,Value Plan,No,26.0,JAPAN,45.0,15.75,M,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,6.0,CHINA,18.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,4.0,SINGAPORE,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,37.0,AUSTRALIA,22.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,12.0,CHINA,26.0,9.1,F,33.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19.0,INDIA,28.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,89.0,UNITED STATES,99.0,0.0,,42.0
EPX,Travel Agency,Online,Cancellation Plan,No,29.0,AUSTRALIA,45.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,35.0,UNITED STATES,128.7,77.22,,30.0
EPX,Travel Agency,Online,Cancellation Plan,No,24.0,INDIA,0.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,VIET NAM,10.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,20.0,SINGAPORE,20.0,0.0,,36.0
C2B,Airlines,Online,Silver Plan,No,7.0,SINGAPORE,27.75,6.94,F,34.0
EPX,Travel Agency,Online,Cancellation Plan,No,25.0,PHILIPPINES,62.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4.0,UNITED KINGDOM,0.0,23.76,,33.0
